species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,39.7,17.9,193.0,4250.0,MALE
Adelie,Dream,40.6,17.2,187.0,3475.0,MALE
Adelie,Dream,40.7,17.0,190.0,3725.0,MALE
Adelie,Dream,39.0,18.7,185.0,3650.0,MALE
Adelie,Dream,39.2,18.6,190.0,4250.0,MALE
Adelie,Dream,37.8,18.1,193.0,3750.0,MALE
Adelie,Dream,41.5,18.5,201.0,4000.0,MALE
Chinstrap,Dream,50.0,19.5,196.0,3900.0,MALE
Chinstrap,Dream,51.3,19.2,193.0,3650.0,MALE
Chinstrap,Dream,52.7,19.8,197.0,3725.0,MALE
Chinstrap,Dream,51.3,18.2,197.0,3750.0,MALE
Chinstrap,Dream,51.3,19.9,198.0,3700.0,MALE
Chinstrap,Dream,51.7,20.3,194.0,3775.0,MALE
Chinstrap,Dream,52.0,18.1,201.0,4050.0,MALE
Chinstrap,Dream,50.5,19.6,201.0,4050.0,MALE
Chinstrap,Dream,50.3,20.0,197.0,3300.0,MALE
Chinstrap,Dream,49.2,18.2,195.0,4400.0,MALE
Chinstrap,Dream,48.5,17.5,191.0,3400.0,MALE
Chinstrap,Dream,50.6,19.4,193.0,3800.0,MALE
Chinstrap,Dream,52.0,19.0,197.0,4150.0,MALE
Chinstrap,Dream,49.5,19.0,200.0,3800.0,MALE
Chinstrap,Dream,52.8,20.0,205.0,4550.0,MALE
Chinstrap,Dream,54.2,20.8,201.0,4300.0,MALE
Chinstrap,Dream,51.0,18.8,203.0,4100.0,MALE
Chinstrap,Dream,49.7,18.6,195.0,3600.0,MALE
Chinstrap,Dream,52.0,20.7,210.0,4800.0,MALE
Chinstrap,Dream,53.5,19.9,205.0,4500.0,MALE
Chinstrap,Dream,49.0,19.5,210.0,3950.0,MALE
Chinstrap,Dream,50.9,19.1,196.0,3550.0,MALE
Chinstrap,Dream,50.8,18.5,201.0,4450.0,MALE
Chinstrap,Dream,49.0,19.6,212.0,4300.0,MALE
Chinstrap,Dream,51.5,18.7,187.0,3250.0,MALE
Chinstrap,Dream,51.4,19.0,201.0,3950.0,MALE
Chinstrap,Dream,50.7,19.7,203.0,4050.0,MALE
Chinstrap,Dream,52.2,18.8,197.0,3450.0,MALE
Chinstrap,Dream,49.3,19.9,203.0,4050.0,MALE
Chinstrap,Dream,50.2,18.8,202.0,3800.0,MALE
Chinstrap,Dream,51.9,19.5,206.0,3950.0,MALE
Chinstrap,Dream,55.8,19.8,207.0,4000.0,MALE
Chinstrap,Dream,49.6,18.2,193.0,3775.0,MALE
Chinstrap,Dream,50.8,19.0,210.0,4100.0,MALE
Gentoo,Biscoe,50.0,16.3,230.0,5700.0,MALE
Gentoo,Biscoe,50.0,15.2,218.0,5700.0,MALE
Gentoo,Biscoe,47.6,14.5,215.0,5400.0,MALE
Gentoo,Biscoe,46.7,15.3,219.0,5200.0,MALE
Gentoo,Biscoe,46.8,15.4,215.0,5150.0,MALE
Gentoo,Biscoe,49.0,16.1,216.0,5550.0,MALE
Gentoo,Biscoe,48.4,14.6,213.0,5850.0,MALE
Gentoo,Biscoe,49.3,15.7,217.0,5850.0,MALE
Gentoo,Biscoe,49.2,15.2,221.0,6300.0,MALE
Gentoo,Biscoe,48.7,15.1,222.0,5350.0,MALE
Gentoo,Biscoe,50.2,14.3,218.0,5700.0,MALE
Gentoo,Biscoe,46.3,15.8,215.0,5050.0,MALE
Gentoo,Biscoe,46.1,15.1,215.0,5100.0,MALE
Gentoo,Biscoe,47.8,15.0,215.0,5650.0,MALE
Gentoo,Biscoe,50.0,15.3,220.0,5550.0,MALE
Gentoo,Biscoe,47.3,15.3,222.0,5250.0,MALE
Gentoo,Biscoe,59.6,17.0,230.0,6050.0,MALE
Gentoo,Biscoe,48.4,16.3,220.0,5400.0,MALE
Gentoo,Biscoe,44.4,17.3,219.0,5250.0,MALE
Gentoo,Biscoe,48.7,15.7,208.0,5350.0,MALE
Gentoo,Biscoe,49.6,16.0,225.0,5700.0,MALE
Gentoo,Biscoe,49.6,15.0,216.0,4750.0,MALE
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,MALE
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,MALE
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,MALE
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,MALE
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,MALE
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,MALE
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,MALE
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,MALE
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,MALE
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,MALE
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,MALE
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,MALE
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,MALE
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,MALE
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,MALE
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,MALE
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,MALE
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,MALE
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,MALE
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,MALE
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,MALE
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,MALE
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,MALE
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,MALE
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,MALE
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,MALE
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,MALE
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,MALE
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,MALE
Adelie,Torgersen,38.5,17.9,190.0,3325.0,FEMALE
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,FEMALE
Adelie,Torgersen,36.2,17.2,187.0,3150.0,FEMALE
Adelie,Dream,36.0,17.8,195.0,3450.0,FEMALE
Adelie,Dream,37.3,17.8,191.0,3350.0,FEMALE
Adelie,Torgersen,40.9,16.8,191.0,3700.0,FEMALE
Adelie,Torgersen,36.6,17.8,185.0,3700.0,FEMALE
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE
Chinstrap,Dream,46.4,17.8,191.0,3700.0,FEMALE
Gentoo,Biscoe,46.1,13.2,211.0,4500.0,FEMALE
Chinstrap,Dream,47.0,17.3,185.0,3700.0,FEMALE
Chinstrap,Dream,45.7,17.0,195.0,3650.0,FEMALE
Adelie,Dream,36.0,18.5,186.0,3100.0,FEMALE
Adelie,Dream,37.0,16.5,185.0,3400.0,FEMALE
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,FEMALE
Gentoo,Biscoe,42.9,13.1,215.0,5000.0,FEMALE
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE
Gentoo,Biscoe,45.3,13.7,210.0,4300.0,FEMALE
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,FEMALE
Adelie,Dream,33.1,16.1,178.0,2900.0,FEMALE
Adelie,Biscoe,35.9,19.2,189.0,3800.0,FEMALE
Adelie,Torgersen,39.0,17.1,191.0,3050.0,FEMALE
Adelie,Torgersen,36.2,16.1,187.0,3550.0,FEMALE
Adelie,Biscoe,36.5,16.6,181.0,2850.0,FEMALE
Adelie,Dream,37.6,19.3,181.0,3300.0,FEMALE
Gentoo,Biscoe,46.2,14.5,209.0,4800.0,FEMALE
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,FEMALE
Adelie,Torgersen,41.1,17.6,182.0,3200.0,FEMALE
Adelie,Torgersen,35.7,17.0,189.0,3350.0,FEMALE
Adelie,Dream,38.9,18.8,190.0,3600.0,FEMALE
Adelie,Dream,36.6,18.4,184.0,3475.0,FEMALE
Gentoo,Biscoe,44.0,13.6,208.0,4350.0,FEMALE
Chinstrap,Dream,45.9,17.1,190.0,3575.0,FEMALE
Chinstrap,Dream,48.1,16.4,199.0,3325.0,FEMALE
Chinstrap,Dream,45.2,17.8,198.0,3950.0,FEMALE
Chinstrap,Dream,45.4,18.7,188.0,3525.0,FEMALE
Adelie,Biscoe,37.7,16.0,183.0,3075.0,FEMALE
Adelie,Biscoe,37.9,18.6,193.0,2925.0,FEMALE
Adelie,Dream,37.0,16.9,185.0,3000.0,FEMALE
Adelie,Dream,35.7,18.0,202.0,3550.0,FEMALE
Adelie,Dream,39.5,17.8,188.0,3300.0,FEMALE
Adelie,Biscoe,39.6,20.7,191.0,3900.0,FEMALE
Adelie,Dream,39.5,16.7,178.0,3250.0,FEMALE
Adelie,Dream,40.2,17.1,193.0,3400.0,FEMALE
Adelie,Biscoe,35.0,17.9,192.0,3725.0,FEMALE
Adelie,Biscoe,34.5,18.1,187.0,2900.0,FEMALE
Adelie,Biscoe,35.7,16.9,185.0,3150.0,FEMALE
Gentoo,Biscoe,42.7,13.7,208.0,3950.0,FEMALE
Chinstrap,Dream,50.1,17.9,190.0,3400.0,FEMALE
Adelie,Biscoe,38.1,16.5,198.0,3825.0,FEMALE
Adelie,Dream,37.3,16.8,192.0,3000.0,FEMALE
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE
Chinstrap,Dream,45.2,16.6,191.0,3250.0,FEMALE
Gentoo,Biscoe,45.8,14.6,210.0,4200.0,FEMALE
Adelie,Dream,34.0,17.1,185.0,3400.0,FEMALE
Chinstrap,Dream,47.6,18.3,195.0,3850.0,FEMALE
Adelie,Biscoe,38.6,17.2,199.0,3750.0,FEMALE
Chinstrap,Dream,43.2,16.6,187.0,2900.0,FEMALE
Adelie,Torgersen,39.5,17.4,186.0,3800.0,FEMALE
Chinstrap,Dream,42.4,17.3,181.0,3600.0,FEMALE
Chinstrap,Dream,45.7,17.3,193.0,3600.0,FEMALE
Adelie,Biscoe,35.5,16.2,195.0,3350.0,FEMALE
Adelie,Dream,36.0,17.9,190.0,3450.0,FEMALE
Adelie,Biscoe,35.3,18.9,187.0,3800.0,FEMALE
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE
Adelie,Biscoe,37.9,18.6,172.0,3150.0,FEMALE
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,FEMALE
Chinstrap,Dream,42.5,17.3,187.0,3350.0,FEMALE
Gentoo,Biscoe,48.7,14.1,210.0,4450.0,FEMALE
Gentoo,Biscoe,43.3,13.4,209.0,4400.0,FEMALE
Gentoo,Dream,34.535517147592586,16.742927063938968,219.0,3291.0,FEMALE
Gentoo,Biscoe,44.588522484998514,17.72260347102945,219.0,3924.0,FEMALE
Gentoo,Torgersen,44.014971687412434,16.60571515983094,219.0,3887.0,FEMALE
Gentoo,Biscoe,36.94015847549804,14.989697593496563,192.0,3885.0,FEMALE
Gentoo,Torgersen,33.96916702632664,18.13891197871272,213.0,3955.0,FEMALE
Gentoo,Biscoe,33.788388033665704,15.262258957510353,199.0,4358.0,FEMALE
Gentoo,Torgersen,34.43245760135912,16.324707072767012,187.0,3946.0,FEMALE
Gentoo,Torgersen,33.61563163433418,15.175931807801044,199.0,4976.0,FEMALE
Gentoo,Biscoe,33.91021482205901,13.189022062838474,192.0,5070.0,FEMALE
Gentoo,Dream,44.29174946707355,17.82755000801955,219.0,4321.0,FEMALE
Gentoo,Dream,34.64379190483207,19.783883058500034,186.0,3827.0,FEMALE
Gentoo,Dream,33.957967654889565,19.43272747340694,219.0,4384.0,FEMALE
Gentoo,Biscoe,33.5791243354795,19.04009395336558,195.0,5080.0,FEMALE
Gentoo,Torgersen,34.38486714706728,17.736461715364232,195.0,3922.0,FEMALE
Adelie,Dream,44.351227294348064,16.25123245157335,186.0,4438.0,FEMALE
Adelie,Torgersen,33.52586078031615,13.63022968654534,192.0,3998.0,FEMALE
Adelie,Torgersen,44.846568635146006,16.174377891577866,199.0,3906.0,FEMALE
Gentoo,Biscoe,44.97073530926401,15.056138187959766,219.0,3863.0,FEMALE
Gentoo,Torgersen,44.67736930119421,15.31161217117127,191.0,3900.0,FEMALE
Gentoo,Dream,34.63368211574729,13.50599045587815,219.0,3980.0,FEMALE
Gentoo,Torgersen,43.827250867842864,18.177247740747315,219.0,3996.0,FEMALE
Gentoo,Dream,34.340713972042224,13.120289563943276,209.0,3981.0,FEMALE
Gentoo,Torgersen,34.628025089545595,18.14259993153271,192.0,3834.0,FEMALE
Gentoo,Torgersen,44.46277268425625,15.080817197493204,192.0,4730.0,FEMALE
Gentoo,Torgersen,33.90264261626962,13.537724240503971,213.0,3939.0,FEMALE
Gentoo,Dream,33.27119205371622,13.397319151085348,186.0,4985.0,FEMALE
Gentoo,Torgersen,44.03809212027143,17.941306354654742,186.0,5136.0,FEMALE
Gentoo,Dream,44.33850785485446,16.885192654491924,199.0,3317.0,FEMALE
Gentoo,Dream,44.85211879050443,16.16765794858473,187.0,3884.0,FEMALE
Gentoo,Dream,44.94323082521029,16.15644374748982,192.0,3949.0,FEMALE
Gentoo,Biscoe,33.91091662013962,18.390383772982105,192.0,3394.0,FEMALE
Gentoo,Biscoe,44.77102687721179,17.800578675462052,192.0,3840.0,FEMALE
Gentoo,Dream,33.542836927666336,16.23416032496257,192.0,4664.0,FEMALE
Gentoo,Biscoe,44.66854730592214,14.780038147513851,186.0,4261.0,FEMALE
Adelie,Dream,44.2327888165205,13.708567408669175,192.0,4453.0,FEMALE
Gentoo,Dream,33.12387089027883,16.85209656056988,213.0,4384.0,FEMALE
Gentoo,Biscoe,44.52349796688672,16.157314757508182,219.0,3813.0,FEMALE
Gentoo,Biscoe,43.978000021781256,16.46347031229478,219.0,3818.0,FEMALE
Gentoo,Dream,34.502236461152,17.73714016672437,199.0,4413.0,FEMALE
Gentoo,Dream,34.23586044209415,17.857539116242553,192.0,5170.0,FEMALE
Gentoo,Dream,43.30194279283453,16.3078302462004,217.0,4326.0,FEMALE
Gentoo,Dream,33.93908237299105,16.631663547074844,211.0,4020.0,FEMALE
Gentoo,Dream,34.57492471833773,14.886223415221364,219.0,2874.0,FEMALE
Adelie,Dream,33.514648490708126,17.797041605162562,187.0,4461.0,FEMALE
Gentoo,Torgersen,33.65284741667057,13.482763743959511,219.0,2943.0,FEMALE
Gentoo,Dream,34.57980109458472,17.689927817384365,192.0,3809.0,FEMALE
Gentoo,Dream,33.424814055554066,17.736700143303615,192.0,3855.0,FEMALE
Gentoo,Torgersen,44.26476825905514,18.411058713029103,217.0,5071.0,FEMALE
Gentoo,Torgersen,43.70564707864588,16.29151040075497,192.0,3506.0,FEMALE
Gentoo,Torgersen,34.74481842549325,16.412502028996816,217.0,3992.0,FEMALE
Gentoo,Biscoe,44.66540509777578,18.21601471273128,211.0,2881.0,FEMALE
Gentoo,Torgersen,33.86154827144047,16.777128189546996,199.0,3912.0,FEMALE
Gentoo,Torgersen,43.43675789153931,16.83804636711645,211.0,4413.0,FEMALE
Gentoo,Torgersen,33.64409282794333,14.748762700634074,192.0,3872.0,FEMALE
Gentoo,Biscoe,44.16349909228497,16.65120682831552,217.0,3995.0,FEMALE
Gentoo,Torgersen,34.685817501185745,13.83457716631282,199.0,3385.0,FEMALE
Gentoo,Biscoe,33.28539833808288,17.704118717308138,195.0,4264.0,FEMALE
Gentoo,Dream,37.43715431835394,13.613913356067528,219.0,4270.0,FEMALE
Gentoo,Biscoe,34.30115439677372,16.782522691213227,219.0,4420.0,FEMALE
Gentoo,Torgersen,44.23064954925832,16.400157531219723,186.0,5096.0,FEMALE
Gentoo,Torgersen,44.68459366759527,17.850522377856684,192.0,3072.0,FEMALE
Gentoo,Dream,44.21848213184955,19.633561459036752,195.0,4481.0,FEMALE
Gentoo,Dream,44.93852552815546,17.9961586656113,219.0,4474.0,FEMALE
Gentoo,Biscoe,34.125415567534354,13.232862808183096,219.0,4270.0,FEMALE
Gentoo,Torgersen,44.29894900909824,16.498435315473177,219.0,5141.0,FEMALE
Gentoo,Dream,44.05648134466838,16.45152810069974,219.0,3015.0,FEMALE
Gentoo,Torgersen,44.31368766469128,16.572525682038453,192.0,4414.0,FEMALE
Adelie,Torgersen,33.75433194815353,18.046536098847604,219.0,4662.0,FEMALE
Gentoo,Torgersen,34.07860672408032,16.37669896076016,192.0,4002.0,FEMALE
Adelie,Torgersen,33.59356015408469,14.8914352787686,191.0,3940.0,FEMALE
Gentoo,Biscoe,33.42196525854241,16.776622492520424,219.0,4583.0,FEMALE
Gentoo,Dream,43.61744019803445,19.370708825264824,192.0,3446.0,FEMALE
Gentoo,Torgersen,44.34171440577663,15.046056166328675,217.0,3839.0,FEMALE
Gentoo,Biscoe,44.416320961282366,18.42945160231028,187.0,3928.0,FEMALE
Gentoo,Dream,33.910102686415954,16.703596526832104,219.0,4262.0,FEMALE
Adelie,Biscoe,43.4527014140325,16.39529658139983,219.0,3355.0,FEMALE
Gentoo,Biscoe,34.387926667342946,17.694729335111997,192.0,3868.0,FEMALE
Gentoo,Biscoe,37.99050963039872,16.353471204805945,199.0,3976.0,FEMALE
Gentoo,Torgersen,44.869747727108674,17.84249910994803,195.0,4429.0,FEMALE
Gentoo,Biscoe,44.73218237933831,16.864378298269127,219.0,5044.0,FEMALE
Gentoo,Dream,34.6268943063084,18.687691426751787,192.0,4406.0,FEMALE
Gentoo,Torgersen,44.8692401476943,17.878787215290863,192.0,3800.0,FEMALE
Adelie,Torgersen,34.0190198724117,17.932992909912848,209.0,5004.0,FEMALE
Gentoo,Biscoe,43.96520328539886,16.859648435099995,192.0,5196.0,FEMALE
Gentoo,Biscoe,44.49898177975249,18.141648367709436,219.0,3858.0,FEMALE
Gentoo,Dream,43.76857800623061,18.132018402670187,192.0,5058.0,FEMALE
Gentoo,Dream,44.67976880446339,16.683870706229104,211.0,4389.0,FEMALE
Adelie,Biscoe,44.74412614081682,14.914893098837505,219.0,5034.0,FEMALE
Gentoo,Torgersen,34.62156624462535,17.97495767109071,213.0,5077.0,FEMALE
Gentoo,Dream,44.30266201200297,19.67463297532014,219.0,5021.0,FEMALE
Gentoo,Dream,44.91460028449461,16.14115840861111,219.0,4976.0,FEMALE
Gentoo,Dream,34.085481518267535,17.806155251345952,219.0,2892.0,FEMALE
Gentoo,Torgersen,33.86595728127297,17.9141452849035,217.0,3913.0,FEMALE
Gentoo,Biscoe,34.22241714365806,16.321956129741327,219.0,3807.0,FEMALE
Gentoo,Dream,44.99363832690107,19.664423544858263,219.0,5060.0,FEMALE
Gentoo,Biscoe,34.65880007051068,17.94777253344555,209.0,3867.0,FEMALE
