species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Torgersen,50.24117633204088,18.428441550449037,197.0,4739.0,MALE
Chinstrap,Dream,49.81636359267247,18.822888156256724,196.0,5317.0,MALE
Adelie,Torgersen,49.080753582241464,18.207189153189542,208.0,5327.0,MALE
Gentoo,Torgersen,49.89696989151479,18.499295758532988,198.0,5444.0,MALE
Gentoo,Dream,49.727239838058274,13.395948897890973,199.0,5444.0,MALE
Gentoo,Dream,50.16506003369177,13.479327736512408,199.0,5645.0,MALE
Gentoo,Torgersen,49.99865035767224,13.800148249250464,199.0,4570.0,MALE
Gentoo,Dream,49.45647650275057,13.530415496409878,184.0,5417.0,MALE
Gentoo,Dream,49.58216712712323,18.969287182887662,184.0,5520.0,MALE
Adelie,Dream,50.9035682295147,18.86362700503109,210.0,5692.0,MALE
Chinstrap,Dream,49.29006482826088,18.23983126606294,201.0,5283.0,MALE
Gentoo,Torgersen,50.14165060184719,15.0461888898718,185.0,5237.0,MALE
Adelie,Torgersen,48.63419987678061,18.159089421282584,209.0,5411.0,MALE
Gentoo,Dream,45.13932953787933,18.75635287392947,198.0,5770.0,.
Adelie,Dream,49.52377052480202,13.116128675668143,189.0,5441.0,MALE
Adelie,Dream,48.72566535731315,18.884188352452824,213.0,5417.0,MALE
Adelie,Dream,49.37242870160046,13.2624080064675,196.0,4737.0,MALE
Gentoo,Torgersen,43.76035862152248,18.487622483835594,211.0,5893.0,MALE
Adelie,Torgersen,51.22110568452645,13.152113017045163,209.0,4614.0,MALE
Chinstrap,Dream,49.568620294167644,15.041454105297355,223.0,5507.0,MALE
Gentoo,Dream,49.3916642658551,15.10719259117398,188.0,5302.0,MALE
Gentoo,Torgersen,49.5878032924478,14.823874017777866,201.0,5339.0,MALE
Adelie,Dream,51.2039910480592,13.744742548669404,223.0,5398.0,MALE
Adelie,Torgersen,50.342806593685445,13.697533764401491,212.0,5407.0,MALE
Gentoo,Torgersen,44.80796132545134,13.4006222442646,200.0,5486.0,MALE
Gentoo,Torgersen,50.567953213329005,13.801561744649419,208.0,5229.0,MALE
Adelie,Dream,49.66704739710939,18.205034313968643,196.0,5846.0,MALE
Gentoo,Dream,49.73964946776243,18.185365376846445,200.0,5510.0,MALE
Gentoo,Dream,50.3897903712242,18.438183447327308,187.0,5221.0,MALE
Gentoo,Torgersen,48.604191610105985,13.857546719021451,201.0,5422.0,MALE
Gentoo,Torgersen,46.37885123842286,18.775432869604945,197.0,5227.0,MALE
Gentoo,Torgersen,49.51960464932188,13.6647468499853,210.0,5630.0,MALE
Chinstrap,Torgersen,49.258393890511385,13.572698017606417,197.0,4814.0,MALE
Chinstrap,Torgersen,50.35284835310558,13.775163052536962,213.0,5240.0,MALE
Adelie,Torgersen,49.64128219338851,13.446270422278044,210.0,5907.0,MALE
Adelie,Dream,51.007414327210796,18.165778407015893,189.0,5460.0,MALE
Gentoo,Dream,50.16241640750303,18.814019600614053,212.0,5496.0,MALE
Gentoo,Dream,49.73961759088002,18.300014484803377,213.0,5463.0,MALE
Gentoo,Dream,49.70623445657747,18.465633433862312,199.0,5493.0,MALE
Adelie,Torgersen,50.53003146581761,18.44039185167027,190.0,5844.0,MALE
Adelie,Dream,49.75012302155428,18.24362712578473,197.0,5902.0,MALE
Adelie,Dream,44.921038694677996,18.43465886993649,198.0,5350.0,MALE
Chinstrap,Dream,45.9786441363812,18.28875297739477,199.0,4638.0,MALE
Chinstrap,Dream,44.32471852172678,18.657451617271306,213.0,5454.0,MALE
Gentoo,Torgersen,49.312874039479865,15.328884860526617,199.0,5411.0,MALE
Chinstrap,Torgersen,49.033638073336355,18.151463104420564,189.0,5464.0,.
Adelie,Torgersen,50.050826107960944,18.523439715983233,211.0,5353.0,MALE
Adelie,Torgersen,49.93998040293984,13.565404231448841,187.0,5371.0,MALE
Adelie,Dream,50.14386354543967,13.832196915326058,210.0,5361.0,MALE
Gentoo,Dream,50.677583109961375,13.516666300596947,221.0,5234.0,MALE
Gentoo,Torgersen,51.03065667418393,18.207578367000078,197.0,5845.0,MALE
Gentoo,Dream,49.96010234353204,18.183448058440653,209.0,5425.0,MALE
Gentoo,Torgersen,49.458160177646405,13.82417162967938,189.0,5899.0,MALE
Gentoo,Dream,49.88395364721944,15.444212703841327,211.0,4766.0,MALE
Adelie,Torgersen,45.324876107741,18.861096262167354,224.0,5369.0,MALE
Gentoo,Torgersen,51.00629491157075,13.32028384077064,201.0,5859.0,MALE
Adelie,Dream,50.83414106400034,15.324317783067574,201.0,5243.0,MALE
Adelie,Torgersen,49.11700355863978,14.860403159728227,185.0,5449.0,MALE
Gentoo,Dream,45.84840598850216,18.834321413839444,215.0,5555.0,.
Chinstrap,Dream,50.34099408977533,18.42023486659811,199.0,5541.0,MALE
Chinstrap,Dream,48.82953438798326,15.582323679348292,198.0,5334.0,MALE
Gentoo,Torgersen,50.59527447751861,18.5359613550696,196.0,5321.0,MALE
Gentoo,Dream,51.3137590705641,13.127776865434559,200.0,5686.0,MALE
Gentoo,Torgersen,49.704996261084496,13.863606937184494,211.0,5539.0,MALE
Gentoo,Torgersen,50.46591626441541,15.305447005003574,222.0,5343.0,MALE
Adelie,Torgersen,43.96948712735869,18.381148280249967,212.0,5369.0,MALE
Gentoo,Dream,49.187192820677915,13.1309152707503,220.0,4619.0,MALE
Adelie,Torgersen,50.572641394105354,13.416416573253723,189.0,5316.0,MALE
Gentoo,Dream,48.606483302978226,18.271762870202274,210.0,5893.0,MALE
Gentoo,Dream,45.36251137896139,13.560555461530539,211.0,5380.0,.
Adelie,Torgersen,50.05295143636443,14.903382287136234,211.0,5412.0,MALE
Gentoo,Dream,48.86890693995181,18.286675994207215,211.0,5364.0,MALE
Gentoo,Dream,48.92698571065805,13.873530368011735,200.0,5701.0,MALE
Adelie,Dream,50.385479918464426,13.6377008289923,214.0,5365.0,MALE
Adelie,Dream,51.00254801572594,14.983768385889002,187.0,5542.0,MALE
Gentoo,Dream,49.3699525441489,18.878272875731273,197.0,5321.0,MALE
Adelie,Dream,51.290916763626846,18.664761297075056,198.0,4751.0,MALE
Adelie,Dream,48.8754968949252,13.89430344566727,210.0,5657.0,MALE
Chinstrap,Dream,48.19832980139268,13.505650107303314,198.0,5547.0,MALE
Chinstrap,Torgersen,49.69091448765999,18.885836700541553,216.0,5388.0,MALE
Gentoo,Dream,48.82369989611264,18.709892798173485,200.0,4608.0,MALE
Adelie,Dream,46.60546306940297,18.17710158698408,184.0,5734.0,MALE
Gentoo,Dream,49.845690008249264,18.341844011649222,213.0,5486.0,MALE
Gentoo,Dream,50.77893921076055,13.336524180144057,223.0,5888.0,MALE
Adelie,Dream,50.9687397350024,13.242814014044617,197.0,5513.0,MALE
Gentoo,Torgersen,43.46690652405701,18.340077038524665,205.0,5267.0,MALE
Adelie,Dream,44.53238020313905,18.329873724709763,208.0,5928.0,MALE
Gentoo,Torgersen,50.38965390491178,18.877808749328764,210.0,5392.0,MALE
Chinstrap,Dream,49.5543957901489,13.488834986576144,188.0,5562.0,MALE
Gentoo,Dream,50.99762554820411,18.876269938311875,210.0,5281.0,MALE
Adelie,Dream,49.36562699184499,18.255918222104523,209.0,5559.0,MALE
Adelie,Torgersen,48.65107940075039,18.614531528707133,176.0,5289.0,MALE
Gentoo,Dream,48.71182400260697,13.111312849642323,213.0,5893.0,MALE
Chinstrap,Torgersen,50.47274111780592,18.92145318426391,177.0,4597.0,MALE
Gentoo,Dream,50.13547827426688,13.104735176094097,198.0,5523.0,MALE
Gentoo,Dream,51.20288202396749,18.46752242478365,212.0,5279.0,MALE
Gentoo,Torgersen,45.68070669927103,15.453332205298903,208.0,5528.0,MALE
Gentoo,Dream,51.10209073786403,18.979900509752767,220.0,5458.0,MALE
Adelie,Dream,48.71551246291019,14.796388181903508,201.0,5624.0,MALE
Gentoo,Dream,50.66012076432487,13.792231806454,212.0,5557.0,MALE
Gentoo,Torgersen,50.52864324838586,13.528473885976563,199.0,5376.0,MALE
Gentoo,Torgersen,50.40224512785551,18.172072897252832,211.0,5286.0,MALE
Adelie,Torgersen,50.55898354441967,13.752780187558145,209.0,5524.0,MALE
Adelie,Dream,51.08245291420316,18.23399802655966,213.0,5600.0,MALE
Adelie,Torgersen,50.36038829943137,18.653638317317245,212.0,5594.0,MALE
Adelie,Dream,49.624235473173705,18.793793181543407,210.0,5485.0,MALE
Gentoo,Dream,50.079304155262506,18.705816378451537,209.0,5252.0,MALE
Gentoo,Torgersen,46.42157128514977,13.419094432753848,217.0,5489.0,MALE
Gentoo,Torgersen,50.214595137911644,18.162210974929774,218.0,5254.0,MALE
Adelie,Torgersen,48.62446697563497,13.466461732962406,201.0,5918.0,MALE
Gentoo,Dream,49.01531372812597,13.86750336629601,224.0,5269.0,MALE
Adelie,Torgersen,49.51687306708213,18.419655626992974,173.0,5423.0,MALE
Gentoo,Torgersen,50.7714636870459,18.348285324088714,213.0,5453.0,MALE
Gentoo,Dream,50.57587341262173,13.215777900411057,201.0,5712.0,MALE
Gentoo,Dream,49.53020391757337,15.20861206220088,187.0,5254.0,MALE
Chinstrap,Torgersen,50.306479797870516,18.588012549104732,198.0,5756.0,MALE
Gentoo,Dream,48.71330811114208,18.20136052361898,176.0,5341.0,MALE
Adelie,Torgersen,49.05061650060784,18.482517128255452,205.0,5541.0,MALE
Gentoo,Torgersen,51.30026369284459,18.693292422104612,208.0,5653.0,MALE
Gentoo,Torgersen,49.39620984749864,18.951482575544027,187.0,5301.0,MALE
Gentoo,Dream,49.6856779532178,18.502494542244015,196.0,5795.0,MALE
Gentoo,Torgersen,50.10833181557442,18.506269682991075,212.0,5740.0,MALE
Gentoo,Dream,49.406869254007674,18.535752536957546,200.0,5683.0,MALE
Adelie,Dream,49.91467784016531,13.289028132630314,200.0,5631.0,MALE
Gentoo,Torgersen,49.259191730006215,13.431663619292124,196.0,5522.0,MALE
Gentoo,Dream,48.73270499629281,15.322022369833244,199.0,5614.0,MALE
Adelie,Dream,49.09386383486428,13.433529735603564,198.0,5905.0,MALE
Chinstrap,Dream,50.03838813717527,15.268355628683976,185.0,5559.0,MALE
Adelie,Torgersen,48.794872931259455,15.481889121919794,189.0,5267.0,MALE
Gentoo,Dream,49.70871515272401,18.978292761383468,178.0,5913.0,MALE
Gentoo,Dream,49.50343195254259,18.883433334248753,201.0,5316.0,MALE
Gentoo,Dream,44.240484424671465,18.452309166607005,211.0,5505.0,MALE
Gentoo,Dream,48.87335093015643,18.158250792826625,177.0,5337.0,MALE
Chinstrap,Dream,51.09880827459115,15.29374786358222,209.0,5380.0,MALE
Adelie,Torgersen,44.403512790627566,13.49862259489649,197.0,5476.0,MALE
Gentoo,Torgersen,50.9123329147261,13.299094374120807,219.0,5417.0,MALE
Adelie,Dream,51.28463100853491,18.173855443248243,199.0,5492.0,MALE
Gentoo,Dream,49.54504188255886,18.41011900073707,209.0,5723.0,MALE
Adelie,Torgersen,49.91748792766796,13.77037990278193,196.0,5242.0,MALE
Adelie,Torgersen,50.5238870506642,13.909859965785785,197.0,5344.0,MALE
Gentoo,Dream,49.77297213974608,18.22959451682088,210.0,5898.0,MALE
Gentoo,Torgersen,49.43023356960323,13.837217105896418,221.0,5509.0,MALE
Gentoo,Dream,50.620565225851195,18.180922843822348,188.0,5553.0,MALE
Gentoo,Torgersen,51.059599390090085,13.699319687855546,197.0,5792.0,MALE
Gentoo,Dream,51.12914432218693,13.122508399225065,184.0,5338.0,MALE
Chinstrap,Dream,50.32354062871889,18.493681733116823,177.0,5393.0,MALE
Adelie,Torgersen,49.6328212024035,18.870993904324262,211.0,5398.0,MALE
Chinstrap,Torgersen,48.53004143406916,18.470210844007756,225.0,5668.0,MALE
Adelie,Torgersen,50.3569159231263,13.876634026825784,208.0,5894.0,MALE
Adelie,Torgersen,48.78104536251258,18.739083918534046,177.0,5241.0,MALE
Adelie,Dream,48.83284131508031,18.64751479587011,172.0,5339.0,MALE
Gentoo,Torgersen,50.662141322403485,13.235558400321539,199.0,5572.0,MALE
Adelie,Torgersen,48.768179430501405,18.426016458261472,198.0,5422.0,MALE
Gentoo,Torgersen,48.621590264660945,18.485320777994154,173.0,5560.0,MALE
Adelie,Dream,49.6829718673997,13.595772085871296,212.0,5222.0,MALE
Adelie,Dream,50.02726025392866,18.976672054575808,197.0,5872.0,MALE
Adelie,Dream,44.33349678539053,15.018316188156142,225.0,5445.0,MALE
Gentoo,Torgersen,49.94370171217467,18.56299282829846,217.0,5888.0,.
Adelie,Torgersen,50.20844393048151,13.884096242408136,201.0,5484.0,MALE
Chinstrap,Torgersen,50.468082060273346,18.43015346676009,213.0,5580.0,MALE
Gentoo,Torgersen,49.76335470214541,13.628028021308793,200.0,5342.0,MALE
Gentoo,Torgersen,49.61291150491967,13.74355049250312,200.0,5488.0,MALE
Gentoo,Torgersen,51.31826240977305,13.62942656901272,184.0,5884.0,MALE
Adelie,Dream,49.317520472477206,15.412881771067385,196.0,5470.0,MALE
Adelie,Dream,47.987025424898405,14.944382120197984,173.0,5505.0,MALE
Adelie,Dream,49.785857817738126,18.944163656953062,199.0,5875.0,MALE
Adelie,Dream,49.585931050526234,18.288594157753167,196.0,5318.0,MALE
Adelie,Torgersen,48.77560935959553,15.270292187874942,208.0,5322.0,MALE
Gentoo,Torgersen,50.97484209683062,18.38867579161596,198.0,5366.0,MALE
Gentoo,Torgersen,50.53051141184533,18.672915341219518,214.0,5229.0,MALE
Gentoo,Dream,51.08327944573755,13.344532748931687,186.0,5906.0,MALE
Adelie,Dream,49.841932429888885,18.502219219724214,220.0,5872.0,MALE
Chinstrap,Torgersen,50.46153265874566,18.713066940492833,208.0,5267.0,MALE
Adelie,Dream,48.9270032880231,18.366017750465396,186.0,5875.0,MALE
Gentoo,Dream,49.694372404406366,18.751415741256377,201.0,5339.0,MALE
Adelie,Torgersen,49.169887926896976,15.071377245133345,197.0,5438.0,MALE
Gentoo,Dream,48.71577892669932,18.25101112166532,211.0,5396.0,MALE
Gentoo,Torgersen,51.206893715954884,13.61502812221534,212.0,5740.0,MALE
Gentoo,Dream,49.193709513279735,18.27923674424164,176.0,5799.0,MALE
Adelie,Torgersen,49.002474846972014,18.50168505493123,197.0,5547.0,MALE
Chinstrap,Dream,43.64441761978434,18.47465382597861,215.0,4649.0,MALE
Gentoo,Dream,49.63958790186432,14.843981831812796,197.0,5590.0,MALE
Adelie,Dream,50.10257597136656,13.69704666341774,211.0,4806.0,MALE
Chinstrap,Dream,43.516169513300454,18.71189179469178,190.0,5563.0,MALE
Adelie,Dream,51.31889719471083,15.43334780422866,209.0,5511.0,MALE
Gentoo,Torgersen,51.30322032899953,13.557727038338902,199.0,5276.0,MALE
Adelie,Torgersen,49.008105546986584,13.56529009160528,220.0,5372.0,MALE
Gentoo,Torgersen,49.71624392871186,18.282155722442965,198.0,5492.0,MALE
Adelie,Torgersen,50.46980607855251,18.314269675151678,213.0,5891.0,MALE
Gentoo,Dream,48.263555602978016,18.331729572005322,225.0,5533.0,MALE
Chinstrap,Dream,49.962366293505774,13.541254964127146,208.0,5913.0,MALE
Gentoo,Dream,51.121878350089496,13.787945369289481,212.0,4731.0,MALE
Gentoo,Torgersen,41.236765865923594,18.439858258037873,200.0,5270.0,MALE
Gentoo,Dream,44.47071245159957,13.840772469964731,177.0,5731.0,MALE
Adelie,Dream,49.97127812762878,13.718137745573767,198.0,5565.0,MALE
