species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,43.64838237055837,,199.0,5248.0,MALE
Adelie,Dream,40.109161843578825,18.633010085988065,184.0,3497.0,FEMALE
Gentoo,Biscoe,44.018710651693794,14.431340714295063,210.0,4500.0,FEMALE
Adelie,Biscoe,48.60157137655734,16.316721936527966,214.0,5549.0,MALE
Gentoo,Biscoe,,17.786108751620862,192.0,2833.0,.
Chinstrap,Biscoe,36.90366956638982,19.44622254263978,184.0,3896.0,MALE
Adelie,Torgersen,58.04295381630258,17.5116477428786,190.0,,MALE
Adelie,Dream,36.56037745571981,17.214597607912403,184.0,3279.0,FEMALE
Adelie,Torgersen,57.29715599877766,17.134119182091755,186.0,5771.0,FEMALE
Chinstrap,Biscoe,45.6718979441494,13.836996668596177,216.0,4848.0,FEMALE
Chinstrap,Dream,48.86271725081579,18.251618583282735,174.0,3584.0,FEMALE
Gentoo,Biscoe,46.630327268353426,15.319684389872304,217.0,5040.0,MALE
Gentoo,Biscoe,50.303096901845926,14.54005552952724,177.0,4844.0,FEMALE
Adelie,Biscoe,49.93036784414895,15.196156111391598,185.0,3375.0,
Adelie,Biscoe,38.704371770259826,17.181525667740296,230.0,5958.0,.
Chinstrap,Torgersen,40.96595816072391,16.017426662060917,211.0,2908.0,FEMALE
Chinstrap,Torgersen,43.21061300050974,17.52590559140929,182.0,3632.0,FEMALE
Chinstrap,Torgersen,43.54007508142475,20.052915137659987,177.0,5806.0,MALE
Gentoo,Biscoe,50.67341838346579,16.455837940899663,192.0,3403.0,FEMALE
Adelie,Dream,54.007646508312,14.859795075776729,207.0,4576.0,FEMALE
Adelie,Torgersen,55.62495453815527,21.408687983612065,224.0,2977.0,FEMALE
Chinstrap,Torgersen,58.98299246337451,18.052435806092003,190.0,3676.0,FEMALE
Adelie,Biscoe,53.696521938566974,20.594791483599614,182.0,4764.0,.
Gentoo,Biscoe,53.477731253076584,15.935022137871112,188.0,4545.0,MALE
Adelie,Dream,33.21989193702559,16.945239867639188,173.0,3297.0,FEMALE
Gentoo,Biscoe,47.9678899595842,13.797673605491102,198.0,3825.0,FEMALE
Chinstrap,Dream,52.67527800071398,18.107955337526217,199.0,3471.0,FEMALE
Adelie,Biscoe,50.8043802384469,16.276579764048314,220.0,5509.0,MALE
Adelie,Dream,32.90797346324123,17.87159543435972,208.0,2704.0,.
Gentoo,Biscoe,46.46185991112883,15.1787984624153,224.0,5569.0,MALE
Chinstrap,Dream,35.66989443467677,15.435871433192643,192.0,3692.0,.
Adelie,Biscoe,38.12923907571241,17.892887285704905,191.0,3510.0,
Gentoo,Biscoe,46.64152014447672,14.197936069185737,200.0,4576.0,FEMALE
Chinstrap,Dream,50.37420306580379,18.89773250698521,228.0,5172.0,
Gentoo,Biscoe,47.48541307676224,14.455886878057733,213.0,5897.0,MALE
Adelie,Dream,41.98175310135139,20.246590658069653,204.0,3730.0,MALE
Chinstrap,Biscoe,32.942563122319335,19.202219856770718,175.0,6294.0,.
Gentoo,Biscoe,45.37790665986074,15.17537011643184,192.0,2775.0,FEMALE
Gentoo,Biscoe,49.2552301140129,14.64570834429334,207.0,4335.0,FEMALE
Gentoo,Biscoe,45.973508496643944,18.404981360054606,174.0,3384.0,FEMALE
Adelie,Biscoe,38.641705392703855,17.14368236194579,187.0,3368.0,FEMALE
Chinstrap,Torgersen,33.30555925988131,14.56873567914992,194.0,4685.0,FEMALE
Gentoo,Biscoe,52.61964889692614,,179.0,6029.0,FEMALE
Gentoo,Biscoe,42.88338280681775,13.406986093288722,211.0,5006.0,.
Adelie,Torgersen,53.959988041867085,18.664661664814165,216.0,4671.0,MALE
Chinstrap,Dream,49.869238354752746,19.774536790860246,213.0,4203.0,MALE
Chinstrap,Dream,46.59332489680358,16.995278515202994,197.0,3505.0,FEMALE
Chinstrap,Biscoe,56.01303206907261,16.016876905548507,215.0,6020.0,MALE
Adelie,Dream,59.19476467479981,13.489128618213478,223.0,3014.0,.
Adelie,Dream,36.60399691680418,18.592728300099964,184.0,3547.0,MALE
Chinstrap,Dream,48.34098947419834,18.32823547452262,175.0,5485.0,
Gentoo,Biscoe,48.39304320213125,14.672495239673575,218.0,4893.0,FEMALE
Gentoo,Dream,48.45567858021168,20.42885471003339,220.0,,MALE
Adelie,Torgersen,57.660976627355346,17.093737590431296,204.0,2986.0,FEMALE
Gentoo,Biscoe,44.40592670069417,14.69886605382212,215.0,5764.0,MALE
Chinstrap,Biscoe,43.89708063977521,14.656096707598694,208.0,4384.0,FEMALE
Gentoo,Torgersen,39.59452427161784,15.182361773543635,175.0,4735.0,FEMALE
Gentoo,Biscoe,50.88283739560578,16.949084117598893,196.0,3432.0,MALE
Gentoo,Torgersen,40.34485452911117,20.627894900198257,213.0,3798.0,.
Adelie,Torgersen,33.36079417467775,,217.0,4462.0,MALE
Chinstrap,Dream,44.19082199067906,19.789754226053013,208.0,4402.0,.
Gentoo,Biscoe,45.96326285877039,15.466594554229019,220.0,5243.0,MALE
Chinstrap,Dream,46.69257676943098,18.114964147464768,186.0,3228.0,FEMALE
Gentoo,Torgersen,56.14386077770761,16.146127946701878,180.0,5457.0,MALE
Adelie,Biscoe,41.216452593065775,18.930350659029532,176.0,4399.0,
Chinstrap,Dream,55.26198166654834,19.30486130304328,,3725.0,FEMALE
Gentoo,Torgersen,37.93417398033505,16.296069379878492,226.0,5788.0,MALE
Gentoo,Dream,59.230797678587415,20.278064282752187,201.0,5541.0,MALE
Adelie,Dream,43.261059653161716,18.152656428567006,227.0,3932.0,MALE
Chinstrap,Biscoe,47.52813323819326,17.72460718810753,189.0,5308.0,FEMALE
Adelie,Biscoe,52.44255158610204,17.405234384128235,,4988.0,
Adelie,Torgersen,53.182237205177024,16.36018801217614,192.0,3010.0,FEMALE
Adelie,Dream,38.721880507733786,18.30238251360474,201.0,4499.0,MALE
Adelie,Biscoe,44.613335340297134,14.265687624565189,184.0,5360.0,MALE
Adelie,Dream,46.05124292225442,16.7227698461912,192.0,2765.0,FEMALE
Adelie,Dream,44.059297130262955,18.723489997631177,222.0,3692.0,MALE
Gentoo,Torgersen,44.53719684331522,13.889661584090222,210.0,4211.0,FEMALE
Adelie,Biscoe,38.38906580058511,18.996135240530442,194.0,3516.0,
Adelie,Dream,42.976272020211184,20.435431455887297,209.0,3761.0,MALE
Chinstrap,Biscoe,39.7095222063585,18.908537982544985,184.0,4337.0,
Chinstrap,Dream,48.1608100572731,19.453261662848696,207.0,4481.0,MALE
Chinstrap,Torgersen,48.636708092660534,18.85840477583488,188.0,3871.0,MALE
Chinstrap,Dream,45.34812487612825,,180.0,5606.0,MALE
Adelie,Biscoe,,15.337808653602318,227.0,3408.0,
Chinstrap,Dream,49.433715324412056,19.83020653700232,203.0,4715.0,MALE
Adelie,Biscoe,59.01693530354337,17.07896447097351,191.0,3605.0,FEMALE
Chinstrap,Dream,50.51291293781889,18.359110950357042,199.0,4045.0,MALE
Adelie,Biscoe,40.85894241796088,13.957466225283016,213.0,2803.0,.
Chinstrap,Dream,38.94821039463999,14.597686128491747,210.0,4689.0,FEMALE
Adelie,Dream,,15.345922211942293,180.0,5693.0,MALE
Gentoo,Biscoe,48.650039051715794,14.781887147047645,226.0,5501.0,FEMALE
Chinstrap,Biscoe,34.87975020105066,14.860124819884156,172.0,5501.0,MALE
Chinstrap,Torgersen,59.54641801032947,17.766540482357044,209.0,3435.0,FEMALE
Adelie,Dream,37.85433641942148,17.52706122098761,198.0,3664.0,FEMALE
Adelie,Dream,39.14535585108359,17.73811046847778,186.0,3624.0,FEMALE
Gentoo,Biscoe,50.26454270109414,17.689815679441192,188.0,,MALE
Gentoo,Torgersen,41.451026561737,15.554926028407317,219.0,5664.0,MALE
Gentoo,Biscoe,43.0133325931363,14.337025010367212,196.0,4207.0,MALE
Adelie,Biscoe,37.631326041544405,17.012216433770302,191.0,3479.0,MALE
Gentoo,Biscoe,50.560225893954374,14.740212303195994,221.0,5739.0,MALE
Gentoo,Torgersen,39.11456280163949,15.193411217458413,184.0,4252.0,FEMALE
Gentoo,Torgersen,48.95738984846515,15.521187202386113,187.0,3800.0,
Chinstrap,Torgersen,37.903640248059936,19.515534697701746,209.0,6238.0,FEMALE
Gentoo,Biscoe,46.73952286477357,14.641773507741805,213.0,4679.0,FEMALE
Adelie,Biscoe,35.33165420517023,18.810178524568272,187.0,3846.0,
Adelie,Torgersen,46.09793711460332,21.249765386909065,174.0,3379.0,MALE
Adelie,Biscoe,45.167500194663596,18.26856109868606,173.0,4078.0,MALE
Chinstrap,Dream,54.15414572224145,19.005136240038446,185.0,4226.0,.
Adelie,Biscoe,32.23876670663483,18.612660639397713,189.0,4393.0,
Chinstrap,Biscoe,48.58382332949344,16.93626158552215,194.0,5979.0,MALE
Adelie,Biscoe,37.87411421189221,20.02197500315481,213.0,6195.0,
Chinstrap,Dream,46.343013539303456,17.569595221585296,190.0,3648.0,FEMALE
Adelie,Torgersen,33.10594767105987,15.520908750026683,219.0,3328.0,
Adelie,Biscoe,42.87769902714095,16.89961977918833,208.0,3360.0,FEMALE
Gentoo,Dream,40.237912835243584,15.545979146497217,225.0,6280.0,MALE
Adelie,Torgersen,35.08295883338402,16.898257913782203,186.0,5786.0,FEMALE
Chinstrap,Torgersen,37.14988077491295,15.853077668624366,226.0,5186.0,MALE
Gentoo,Dream,40.30400474168438,15.932542096919365,216.0,5357.0,MALE
Adelie,Torgersen,,17.565112976153575,172.0,3353.0,MALE
Gentoo,Biscoe,55.55482004776144,17.278865043786862,229.0,3095.0,FEMALE
Adelie,Dream,39.90477745341165,18.284773308307393,207.0,4513.0,.
Chinstrap,Dream,56.63745881633972,18.386071009199767,228.0,4345.0,MALE
Adelie,Dream,42.19567974398306,21.11477560634841,227.0,4558.0,FEMALE
Chinstrap,Dream,57.19469509151703,20.055114566931568,205.0,4552.0,MALE
Gentoo,Dream,42.545588166020444,18.061585496452043,229.0,4286.0,
Gentoo,Torgersen,49.208181796336234,15.284673895806701,214.0,4922.0,
Adelie,Biscoe,51.59037679112073,,175.0,,
Gentoo,Biscoe,46.4984849457574,16.149605090154214,230.0,3629.0,.
Gentoo,Biscoe,49.16361991902914,14.65417036889227,211.0,5576.0,FEMALE
Adelie,Biscoe,42.507530016845884,18.246630426113146,198.0,4087.0,MALE
Adelie,Dream,56.17432517883612,14.88888309908899,214.0,4465.0,FEMALE
Chinstrap,Torgersen,46.278238251375285,19.792916420934507,219.0,3509.0,MALE
Adelie,Torgersen,58.71608356356161,13.519388072954108,220.0,4877.0,.
Chinstrap,Dream,49.75178411475735,17.365183340890724,219.0,3706.0,FEMALE
Adelie,Dream,35.19503241413044,17.678068202648358,177.0,5480.0,.
Gentoo,Dream,49.3708253009236,19.212145124108968,200.0,3837.0,MALE
Chinstrap,Biscoe,33.49209993839031,20.25621247981242,219.0,3256.0,FEMALE
Adelie,Dream,38.619664768939664,18.38591114039962,196.0,3477.0,FEMALE
Chinstrap,Torgersen,51.81188526240101,18.40945085328172,200.0,3289.0,
Gentoo,Dream,54.16283267865657,18.154194193454888,198.0,4024.0,MALE
Gentoo,Torgersen,51.73621435080023,16.358230607306613,223.0,3728.0,.
Gentoo,Biscoe,53.05517931076124,14.283476059419158,226.0,4521.0,FEMALE
Adelie,Torgersen,56.78555284226322,18.590090161718525,191.0,4208.0,MALE
Gentoo,Torgersen,50.459310147083826,17.572327974827793,196.0,4817.0,MALE
Adelie,Torgersen,32.49583213292755,15.391749941979162,209.0,4376.0,FEMALE
Adelie,Biscoe,53.218901646223905,20.34026294068361,205.0,6274.0,
Chinstrap,Torgersen,44.4019955240296,15.812641560281444,208.0,5376.0,MALE
Chinstrap,Dream,50.84640329684272,19.046943678095957,188.0,3814.0,MALE
Gentoo,Dream,54.95398066272567,18.280139680827567,221.0,4077.0,MALE
Chinstrap,Torgersen,49.58397660666451,15.475187065874398,187.0,2995.0,MALE
Chinstrap,Biscoe,36.7585236985547,13.300123933583787,226.0,5611.0,FEMALE
Adelie,Dream,35.419824733881214,13.333486439764567,188.0,5140.0,FEMALE
Adelie,Dream,52.2448951856121,14.168245973397902,220.0,4946.0,FEMALE
Adelie,Dream,58.22709580505299,18.48464958084689,227.0,5443.0,FEMALE
Gentoo,Biscoe,,17.864220775224517,188.0,3008.0,
Chinstrap,Biscoe,57.11442561921143,20.161444078128365,181.0,3401.0,MALE
Gentoo,Torgersen,33.93480232466094,,217.0,3941.0,MALE
Chinstrap,Dream,42.0541969452557,17.75359457659477,192.0,3259.0,FEMALE
Chinstrap,Dream,48.10142417655279,19.579647879266492,177.0,3488.0,FEMALE
Chinstrap,Biscoe,44.99564109669426,,188.0,4876.0,.
Chinstrap,Torgersen,48.4287071636054,18.287974448945487,196.0,3503.0,FEMALE
Adelie,Dream,57.63120820375151,13.709663868256204,196.0,4079.0,FEMALE
Adelie,Biscoe,43.66980879544001,17.230074124625233,226.0,5527.0,MALE
Chinstrap,Biscoe,58.778117228288735,14.155207748204939,209.0,4330.0,FEMALE
Adelie,Biscoe,42.690015732908805,19.814643591443833,197.0,3440.0,FEMALE
Chinstrap,Torgersen,58.80006151077714,15.981813502515545,180.0,4974.0,.
Adelie,Dream,34.385519347339,19.44991563303147,194.0,6270.0,.
Gentoo,Dream,32.1643220681906,21.213094444935898,203.0,4969.0,MALE
Chinstrap,Torgersen,43.712359260863394,16.049544710641293,188.0,2717.0,FEMALE
Gentoo,Dream,42.08143701973993,16.768176436964733,206.0,5415.0,MALE
Adelie,Torgersen,51.56681903666818,21.08806433783407,207.0,4425.0,
Gentoo,Torgersen,34.20041305398047,,203.0,4359.0,
Chinstrap,Dream,50.64499020146992,18.932094176226414,198.0,3735.0,FEMALE
Adelie,Dream,57.62193177271984,20.321204003233753,210.0,5454.0,MALE
Adelie,Dream,34.51379155498069,19.573811241917795,195.0,3569.0,FEMALE
Adelie,Biscoe,53.94032833709196,20.266056508522585,200.0,5742.0,.
Gentoo,Biscoe,34.15505117176602,15.750727052648678,173.0,5676.0,MALE
Adelie,Torgersen,,14.10359629558699,221.0,5886.0,FEMALE
Gentoo,Torgersen,43.5290800888232,13.121937008888933,216.0,5358.0,FEMALE
Adelie,Biscoe,54.74197682360972,21.4023712743347,206.0,5333.0,MALE
Adelie,Dream,53.8374380538705,20.958766882200745,201.0,,MALE
Gentoo,Biscoe,47.05314745578537,15.7703111221323,217.0,5876.0,MALE
Chinstrap,Dream,49.71707053200017,20.170780872324713,,3493.0,
Adelie,Dream,41.98350177931989,14.81251715698432,218.0,5201.0,FEMALE
Adelie,Dream,34.84920299425108,14.802682688423221,173.0,4712.0,MALE
Adelie,Biscoe,53.595497044887665,14.509091723663653,205.0,4349.0,FEMALE
Gentoo,Torgersen,41.83976719399163,21.038773359510724,178.0,4090.0,
Chinstrap,Dream,34.472637238759305,16.357716434802473,182.0,4718.0,MALE
Adelie,Dream,44.456879535282056,18.422373424992653,174.0,3514.0,FEMALE
Adelie,Torgersen,40.90249813054225,19.216349008803206,200.0,4482.0,
Adelie,Torgersen,55.03295813220771,15.537581526268482,176.0,3124.0,MALE
Adelie,Dream,36.65974356367935,14.95313521113902,205.0,3912.0,FEMALE
Adelie,Biscoe,47.51859641033896,13.532889203507946,216.0,5016.0,FEMALE
Chinstrap,Dream,45.46132069705268,18.057009800307025,226.0,,MALE
Adelie,Torgersen,36.228241651489114,20.32000724240169,187.0,5879.0,.
Chinstrap,Dream,49.7312556894807,17.462816716931158,223.0,2896.0,FEMALE
Gentoo,Biscoe,46.576475718182216,14.510195925835134,193.0,4953.0,FEMALE
Gentoo,Torgersen,33.60945346997591,15.251813562892364,188.0,3023.0,FEMALE
Adelie,Biscoe,47.38849285532903,13.667329434968245,219.0,5040.0,FEMALE
Gentoo,Biscoe,45.36773995923221,15.274376488697383,222.0,4943.0,FEMALE
Adelie,Biscoe,40.17627400786297,18.818725808635655,178.0,3610.0,MALE
Gentoo,Torgersen,53.10997627207445,19.254442430263307,174.0,5823.0,
Adelie,Biscoe,44.445458381813424,16.88573155221028,208.0,4590.0,.
Adelie,Biscoe,54.2377484474626,14.971719857991616,174.0,5567.0,MALE
Adelie,Torgersen,56.64916490069634,,192.0,2892.0,FEMALE
Chinstrap,Torgersen,49.145457243829995,15.432702115724421,175.0,5565.0,MALE
Chinstrap,Torgersen,36.336849948056326,15.986098457663028,201.0,4399.0,FEMALE
Adelie,Torgersen,42.10273153470148,20.028333150298476,183.0,3978.0,MALE
Adelie,Torgersen,39.597845004124636,18.173789183500038,213.0,3915.0,FEMALE
Gentoo,Biscoe,34.564469605380275,16.901724029220325,187.0,3082.0,FEMALE
Adelie,Dream,40.1593698675012,19.342085814839688,219.0,3624.0,MALE
Adelie,Torgersen,37.78345326202851,17.212106351920664,186.0,3103.0,FEMALE
Chinstrap,Torgersen,35.566190101569525,20.18054813108368,221.0,,
Gentoo,Biscoe,57.74482695245589,18.670141920385323,231.0,3519.0,MALE
Gentoo,Dream,50.452197895074455,16.732158891533786,223.0,5519.0,MALE
Adelie,Dream,37.42381277410206,18.180201579864114,182.0,4655.0,
Adelie,Dream,57.2328134959225,13.867160706919721,229.0,3526.0,.
Adelie,Torgersen,45.87553970037519,21.220117433299055,195.0,4255.0,MALE
Adelie,Dream,51.405912001303484,14.341161839674145,185.0,5307.0,MALE
Adelie,Biscoe,42.66137055890296,17.0779806775348,186.0,5851.0,
Gentoo,Torgersen,47.99273913713344,14.37388843271728,212.0,4799.0,FEMALE
Adelie,Dream,43.02644101198375,15.581803468592248,196.0,4009.0,FEMALE
Gentoo,Biscoe,44.39035334963552,13.362723502501785,174.0,,.
Gentoo,Torgersen,,,216.0,3113.0,.
Gentoo,Torgersen,45.72604536893202,16.160574140124982,214.0,4972.0,
Adelie,Biscoe,52.782756231455096,21.095457635375148,191.0,6052.0,MALE
Gentoo,Biscoe,51.00506038216244,20.398208286626865,177.0,3632.0,MALE
Chinstrap,Dream,45.439321624192935,19.465881435101135,213.0,6155.0,FEMALE
Adelie,Torgersen,52.25112256392775,21.310277730765268,177.0,6039.0,MALE
Adelie,Biscoe,53.704491772209835,14.421691143568117,207.0,4650.0,.
Adelie,Dream,36.091226457101584,19.473337997103606,195.0,4196.0,MALE
Gentoo,Dream,34.355194149715686,16.42676518400587,221.0,3991.0,
Chinstrap,Dream,50.48711773658685,17.98885041449615,206.0,3429.0,
Adelie,Biscoe,35.58965207763126,19.0818841929445,,6215.0,FEMALE
Adelie,Torgersen,42.01078564257489,20.18913643786564,191.0,4235.0,
Chinstrap,Dream,57.657297568955826,17.98238064853753,217.0,,FEMALE
Chinstrap,Torgersen,51.362233487817484,18.537151722833638,181.0,4610.0,
Chinstrap,Dream,54.307656864062984,19.18282505365166,,2978.0,
Adelie,Biscoe,38.05843653354107,18.09291835027078,198.0,3899.0,MALE
Adelie,Dream,51.06073184352295,21.36494639908674,197.0,6097.0,MALE
Adelie,Torgersen,57.83793670631087,16.89855079349204,186.0,3297.0,
Gentoo,Dream,46.315101958786684,16.98092200582461,186.0,3203.0,FEMALE
Adelie,Dream,35.70323989893526,13.218262090072027,181.0,,MALE
Adelie,Dream,40.40665405557104,18.63140700702231,190.0,3641.0,MALE
Adelie,Biscoe,32.32530825030392,18.660038519262333,179.0,2760.0,.
Adelie,Torgersen,,14.034936862354881,218.0,5849.0,FEMALE
Adelie,Torgersen,33.450131846422295,17.24890437466438,188.0,3334.0,FEMALE
Adelie,Dream,36.62310492374932,20.434417493288073,181.0,4813.0,
Chinstrap,Biscoe,56.0178389766089,15.988134969155936,224.0,5045.0,MALE
Chinstrap,Torgersen,39.729165907787205,13.99795911105226,212.0,3553.0,MALE
Chinstrap,Dream,42.12843462700384,15.437265764353565,218.0,5185.0,MALE
Chinstrap,Dream,41.00733892008265,19.40565642482116,189.0,3600.0,FEMALE
Adelie,Torgersen,,17.690726592131952,193.0,4781.0,FEMALE
Adelie,Dream,50.30459586500311,16.882367588047046,225.0,5583.0,MALE
Adelie,Dream,36.29135249814641,16.623761212391823,206.0,3265.0,FEMALE
Adelie,Dream,51.59693191743214,14.27666610264945,186.0,5377.0,MALE
Gentoo,Dream,54.819194068587635,21.079950254876383,212.0,3970.0,FEMALE
Chinstrap,Dream,48.69743646562973,19.828194090951754,203.0,6283.0,.
Chinstrap,Biscoe,43.654357576362,20.166115903227002,,3540.0,
Adelie,Biscoe,43.551715976271296,19.19423694298828,198.0,5898.0,
Chinstrap,Dream,40.92024221233574,15.636036448626417,190.0,3902.0,
Adelie,Dream,50.111675465078214,13.846390093779071,209.0,3197.0,
Adelie,Biscoe,56.72440413729557,17.76699901327983,229.0,4272.0,MALE
Chinstrap,Torgersen,58.876756395313784,17.97681915865862,191.0,3401.0,FEMALE
Gentoo,Torgersen,41.50616645736305,13.426896590771703,194.0,,.
Chinstrap,Torgersen,58.192315504267455,14.642908189225768,185.0,2945.0,FEMALE
Chinstrap,Dream,50.447520941279436,19.979547216376925,194.0,3129.0,FEMALE
Chinstrap,Biscoe,47.88374396383398,17.731105487464887,198.0,3537.0,FEMALE
Chinstrap,Biscoe,52.311943525332104,13.703230866481203,184.0,5315.0,.
Adelie,Dream,36.81148606987304,18.523751683148006,222.0,4082.0,MALE
Gentoo,Biscoe,32.51511678480161,13.239827813496486,194.0,4026.0,.
Adelie,Torgersen,37.235282612925594,18.66414266204436,184.0,4215.0,MALE
Gentoo,Dream,49.82979969504504,17.77788895020553,182.0,2771.0,FEMALE
Chinstrap,Dream,58.11457216109346,17.93430603110044,181.0,3607.0,.
Adelie,Dream,32.96177031435944,16.264006274552365,203.0,3733.0,.
Gentoo,Biscoe,44.99141060120175,14.39068026180949,215.0,4782.0,MALE
Chinstrap,Dream,47.19002071703458,17.471258564127726,188.0,3759.0,FEMALE
Gentoo,Biscoe,46.72845796156315,14.216646211052305,217.0,4453.0,FEMALE
Adelie,Dream,,16.865741287772014,192.0,5835.0,MALE
Adelie,Biscoe,37.69052268125629,17.901247271122006,187.0,3200.0,
Gentoo,Biscoe,50.091420657540155,13.283134841495537,222.0,5951.0,MALE
Gentoo,Torgersen,49.63107066120175,17.91787626847877,194.0,3715.0,FEMALE
Adelie,Torgersen,37.68408971525071,21.174514066315155,183.0,3048.0,FEMALE
Adelie,Torgersen,51.36079513233047,16.625831809646062,228.0,3220.0,.
Adelie,Torgersen,43.641485933699855,16.311011184916623,213.0,2937.0,FEMALE
Adelie,Dream,43.81363012696433,17.88676486780178,204.0,3291.0,FEMALE
Adelie,Dream,34.091748392695266,17.124177814341987,174.0,3113.0,FEMALE
Chinstrap,Biscoe,36.89685085608733,13.450944560959897,174.0,3400.0,MALE
Adelie,Biscoe,57.65422196524075,17.299146380691734,230.0,3662.0,MALE
Gentoo,Biscoe,46.78404103013667,14.731716667124376,205.0,6014.0,FEMALE
Adelie,Biscoe,38.18167735107271,17.036154583303503,210.0,3119.0,FEMALE
Gentoo,Biscoe,42.23145575245984,13.949125396413312,175.0,4908.0,FEMALE
Gentoo,Dream,44.459131204886525,16.71687393179111,229.0,3577.0,MALE
Chinstrap,Dream,57.208760236238604,20.019311297448247,173.0,4760.0,.
Chinstrap,Biscoe,34.5435127124492,20.339547187060404,192.0,3696.0,MALE
Chinstrap,Dream,49.192928908869064,19.41692772162412,204.0,4032.0,MALE
Chinstrap,Dream,51.84296552526312,17.855059500368533,225.0,4380.0,MALE
Gentoo,Biscoe,45.937804679797765,13.855189951390965,210.0,4213.0,FEMALE
Adelie,Dream,47.03742104841531,21.06492998289289,196.0,4121.0,FEMALE
Chinstrap,Biscoe,48.19025570592267,14.82479725841044,219.0,4910.0,MALE
Adelie,Dream,37.46663972286878,18.50860855294821,192.0,3905.0,FEMALE
Adelie,Torgersen,54.72096621494445,15.220461421911173,221.0,6159.0,FEMALE
Adelie,Dream,35.78076632937283,18.019659843927773,191.0,3584.0,FEMALE
Gentoo,Torgersen,39.138501644011555,14.791254199612531,215.0,4764.0,FEMALE
Adelie,Dream,38.14718620220318,15.37684086655841,,3294.0,.
Chinstrap,Biscoe,42.00994396344849,14.30549695216213,209.0,5297.0,MALE
Adelie,Torgersen,36.28288946334966,20.40510542200388,214.0,3913.0,.
Gentoo,Biscoe,49.90344685797744,16.008317013412892,230.0,5914.0,MALE
Adelie,Dream,58.52185475663987,13.819541959267022,196.0,4106.0,FEMALE
Adelie,Biscoe,58.42623742348601,17.133757397935053,180.0,,MALE
Chinstrap,Biscoe,40.62220880989217,16.10777920016077,225.0,,
Gentoo,Dream,39.49479395093216,15.763008229130737,215.0,5063.0,MALE
Adelie,Torgersen,35.601287985683285,15.792660388997078,214.0,5034.0,.
