species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex
Gentoo,Biscoe,8.69173130142954,56.678523518337755,14,48,FEMALE
Gentoo,Torgersen,75.70263611529157,7.115184290965903,17,48,.
Gentoo,Biscoe,21.954498044282154,33.86657353170688,17,72,.
Chinstrap,Dream,94.37055705475052,94.70317059939481,10,18,MALE
Chinstrap,Torgersen,43.73953769196791,40.59214484071552,68,18,.
Chinstrap,Biscoe,73.93785644549071,16.767892181624266,93,13,FEMALE
Adelie,Dream,78.55491148392068,12.441782509040145,32,7,.
Gentoo,Biscoe,60.867947283591576,13.67742631401706,56,3,FEMALE
Chinstrap,Torgersen,24.061904447222325,70.48195518351157,99,20,FEMALE
Gentoo,Dream,14.366802437322368,14.89972487282486,77,54,FEMALE
Gentoo,Biscoe,72.9108297169058,86.60585533272818,29,50,MALE
Gentoo,Torgersen,24.854332424463077,53.13910089386549,62,66,FEMALE
Gentoo,Biscoe,27.748794656542596,53.70874416024595,83,56,MALE
Adelie,Torgersen,64.481708870347,30.194852866340337,11,80,.
Chinstrap,Dream,98.56537613507558,81.84232198055726,37,78,FEMALE
Chinstrap,Dream,52.5678922749415,16.112748647143537,99,57,.
Adelie,Biscoe,34.054019876545894,79.28655414945578,3,12,MALE
Gentoo,Dream,3.4342496823584256,98.68058368273192,66,40,MALE
Gentoo,Biscoe,81.62712413099044,48.1375838992686,17,57,FEMALE
Adelie,Biscoe,67.52267527774698,47.24362828443307,65,82,MALE
Adelie,Dream,74.29368971397004,97.96963159794204,54,19,.
Adelie,Biscoe,12.865259444005684,17.436832561589377,1,66,FEMALE
Chinstrap,Biscoe,60.34547573378957,58.015071855315846,51,68,.
Gentoo,Dream,13.236674972268181,54.16495665372049,11,87,.
Chinstrap,Torgersen,10.264436110460196,41.63506214653934,29,22,.
Gentoo,Biscoe,73.93021136668419,22.500769328738023,2,41,.
Chinstrap,Biscoe,80.16711349187126,22.266971182409844,24,60,FEMALE
Adelie,Biscoe,54.76938027009782,66.80478603787509,55,12,MALE
Chinstrap,Dream,14.071128853744518,48.091747291682495,28,65,.
Adelie,Torgersen,74.9342846485871,4.266493483229916,29,18,FEMALE
Gentoo,Dream,10.703503033382,40.67237450770775,44,82,.
Gentoo,Dream,58.39133888831422,64.53201836747245,68,3,MALE
Gentoo,Dream,73.39986736290426,72.00661042151395,61,63,.
Adelie,Torgersen,71.35381867436566,40.55498040356893,30,21,MALE
Adelie,Dream,71.17320695001294,54.377794273335475,24,39,FEMALE
Adelie,Dream,3.7560320825591798,44.04586497007368,39,8,MALE
Adelie,Dream,90.22994708990524,3.1409255023564286,93,65,MALE
Adelie,Torgersen,48.22431959124699,51.423814127785135,20,41,.
Adelie,Torgersen,13.886144560138792,55.39107002396452,86,32,MALE
Gentoo,Torgersen,49.83549390566549,52.373958828936665,23,54,MALE
Adelie,Torgersen,49.67862936181475,86.75311029421844,11,48,MALE
Chinstrap,Dream,70.97382920447241,77.81828466795953,52,18,FEMALE
Chinstrap,Torgersen,24.02701547254168,39.260881395480865,93,31,MALE
Gentoo,Biscoe,26.6911430255345,43.987437613277436,12,98,MALE
Gentoo,Dream,7.811172675942501,41.724767781256745,33,100,MALE
Gentoo,Biscoe,11.354148405707132,38.28005193019896,3,51,FEMALE
Chinstrap,Torgersen,41.82655552515055,77.75009125525257,71,60,FEMALE
Gentoo,Biscoe,53.75182542786365,89.24867863680774,58,98,MALE
Gentoo,Dream,89.97856369496901,93.7408167163185,43,15,.
Adelie,Dream,70.50586037235405,47.97303681430248,12,20,.
Gentoo,Dream,99.0912001783642,33.443995089048784,24,17,FEMALE
Chinstrap,Biscoe,59.35778950673907,89.08348987091243,90,39,MALE
Gentoo,Dream,93.89162677850173,82.83920961421725,15,66,.
Gentoo,Dream,85.49565662896453,41.99571138877649,22,77,FEMALE
Adelie,Biscoe,2.767682671440519,21.50189580372316,99,62,MALE
Adelie,Torgersen,79.61934049693858,44.511067876193,97,100,MALE
Gentoo,Dream,22.323545981902594,85.78274132757187,80,12,MALE
Gentoo,Torgersen,94.83006454847971,93.48550225091378,64,47,.
Chinstrap,Torgersen,11.967907621298036,61.91833872059554,68,34,MALE
Gentoo,Dream,20.54736980285583,94.1029380008834,6,93,FEMALE
Chinstrap,Biscoe,30.33650809271392,52.0466492342035,50,19,.
Chinstrap,Torgersen,0.30916223573048685,95.08145424701807,30,48,FEMALE
Gentoo,Biscoe,1.368257136721318,74.66354716548486,83,9,MALE
Chinstrap,Dream,63.83177199369757,67.6187549864336,16,27,.
Chinstrap,Dream,5.588409509724213,48.37986667799205,81,69,FEMALE
Adelie,Dream,10.127330227010678,51.10564679412077,29,37,MALE
Gentoo,Dream,43.355471551991165,9.251243641775108,76,87,.
Gentoo,Dream,75.90588292787949,50.1718510114888,74,62,.
Gentoo,Dream,35.22880792074518,5.2990723148103935,17,24,.
Chinstrap,Biscoe,88.64172328676018,38.64721059096416,54,57,MALE
Gentoo,Dream,17.734084252010273,96.54712033088212,98,10,.
Gentoo,Torgersen,22.445162752589,94.63633178852811,40,74,.
Gentoo,Torgersen,4.3838785292732885,92.44654464401779,88,8,.
Chinstrap,Dream,80.6260580859862,15.455951260844003,27,3,.
Adelie,Biscoe,76.73172243930946,51.45742302468055,34,80,.
Gentoo,Dream,92.7893967468398,25.77261183981544,58,28,FEMALE
Adelie,Dream,85.70749103773149,55.174645430260746,14,53,.
Gentoo,Dream,0.610043790859649,12.72718712447013,8,38,MALE
Gentoo,Dream,63.4485601429288,59.53221450405667,52,25,.
Chinstrap,Biscoe,21.339944841192736,39.383489361451694,44,36,.
Adelie,Torgersen,5.652815311400516,45.66455259942005,18,8,FEMALE
Chinstrap,Torgersen,97.98914837508227,72.80263007944647,91,56,FEMALE
Adelie,Torgersen,29.57402636092428,82.06746715285963,90,94,MALE
Chinstrap,Torgersen,43.82156804359247,55.01190138204781,87,10,MALE
Adelie,Torgersen,47.30751417667758,93.86888114332818,71,36,MALE
Chinstrap,Torgersen,97.26197063407194,25.380551025641562,74,85,FEMALE
Adelie,Biscoe,49.6006200648513,99.76245907441276,66,39,FEMALE
Adelie,Dream,72.61439881022008,69.29179567415471,21,28,FEMALE
Adelie,Biscoe,27.06334825781672,9.311590260955127,76,49,FEMALE
Adelie,Biscoe,55.96682886457823,11.0837652571937,11,99,FEMALE
Gentoo,Biscoe,51.165169585431734,17.115650383052085,22,33,FEMALE
Chinstrap,Biscoe,9.091854816296452,85.75461049172492,60,43,FEMALE
Adelie,Biscoe,86.08418533716417,78.82871584276268,39,91,FEMALE
Adelie,Biscoe,15.363982275184519,57.44578096469167,77,28,MALE
Gentoo,Dream,43.364686199679916,19.349886874236976,33,65,FEMALE
Chinstrap,Biscoe,90.93504647240694,69.41192009799482,88,94,MALE
Gentoo,Biscoe,60.2680766313723,84.23637902670687,55,46,FEMALE
Adelie,Torgersen,38.50797525298319,50.76580380467982,87,30,FEMALE
Adelie,Torgersen,79.08472530051954,69.50941705313994,87,78,MALE
Adelie,Dream,6.614570898912708,11.293249488858637,92,65,MALE
Adelie,Biscoe,76.04502255353293,73.55365553169759,14,32,MALE
Adelie,Torgersen,86.46166264627155,98.63590286864064,93,10,FEMALE
Gentoo,Biscoe,77.75166691406868,24.98611286646962,61,90,.
Adelie,Torgersen,28.644637873706223,73.53712018520275,43,13,FEMALE
Chinstrap,Torgersen,34.031719363416734,93.57534054989294,39,10,.
Chinstrap,Torgersen,83.71113988941103,24.884670423629395,65,60,.
Chinstrap,Torgersen,22.614330328390697,58.38395358986151,92,61,FEMALE
Adelie,Biscoe,53.78935759654132,79.6416841144524,48,21,FEMALE
Adelie,Dream,55.88691244923212,13.835292348031036,62,48,MALE
Chinstrap,Torgersen,81.23286256557702,15.144467613848322,94,87,.
Adelie,Torgersen,1.6132016024285267,30.68794732081912,15,76,FEMALE
Chinstrap,Dream,99.98972930711143,60.80078432114109,95,35,FEMALE
Chinstrap,Biscoe,14.014000048212239,60.12265459260846,28,93,.
Adelie,Torgersen,35.606627224647156,31.01855683369378,8,16,FEMALE
Gentoo,Dream,67.07334007765151,80.4997747500931,100,9,.
Gentoo,Biscoe,1.9487852421467222,25.416872932224287,83,12,.
Gentoo,Biscoe,49.54073935669214,13.357501343105238,15,14,MALE
Adelie,Biscoe,1.3223039024385264,39.58970139844713,82,44,FEMALE
Adelie,Biscoe,25.419172353617313,79.39777939467622,59,13,MALE
Gentoo,Biscoe,91.9521988022191,58.69084380155453,64,92,MALE
Adelie,Torgersen,30.85952267210589,49.36101211756423,64,10,.
Adelie,Torgersen,94.2500588440469,61.230721712613736,55,26,.
Gentoo,Biscoe,38.81708912412729,88.40767835093982,49,92,.
Chinstrap,Dream,56.77625739242329,49.0708586589505,61,62,MALE
Chinstrap,Biscoe,74.0586470433326,13.304288466855741,65,0,MALE
Adelie,Torgersen,83.35202953187768,58.36979930661953,74,91,.
Chinstrap,Dream,4.603657777533121,59.796575935059025,94,71,.
Gentoo,Torgersen,35.758880282311246,28.555613836675963,10,45,.
Gentoo,Torgersen,6.407087344068563,19.426579679597577,35,51,.
Chinstrap,Dream,97.26530512437049,38.92578309828425,2,52,FEMALE
Gentoo,Biscoe,26.885651944860246,52.6384560562573,1,69,MALE
Chinstrap,Biscoe,41.76248082537868,59.48806637058783,73,11,MALE
Chinstrap,Torgersen,41.6049407077819,38.414980112986775,42,65,MALE
Gentoo,Dream,34.6951414769065,20.248291412439023,67,50,FEMALE
Chinstrap,Dream,12.84709739864357,86.88677066734644,36,84,FEMALE
Adelie,Torgersen,24.03731192809826,43.48696924687101,13,95,MALE
Adelie,Dream,61.78538078402518,84.69896693576811,35,29,.
Chinstrap,Torgersen,79.4176068824802,84.53970895410792,15,61,.
Gentoo,Dream,84.28904423826141,56.0874803341115,50,8,FEMALE
Gentoo,Biscoe,23.982989400157372,77.75323390709536,73,96,FEMALE
Chinstrap,Torgersen,19.059896177676528,52.79936236755361,82,27,FEMALE
Chinstrap,Dream,46.18633074365272,84.6747459690998,66,32,FEMALE
Gentoo,Dream,47.9572583415117,51.87435254832846,45,45,MALE
Adelie,Dream,36.422693508564564,6.423571785270898,41,46,MALE
Chinstrap,Torgersen,34.949581220061695,50.976817618214085,4,94,MALE
Adelie,Dream,73.16485442113633,87.58459153783863,78,53,.
Chinstrap,Dream,97.92543824029485,45.441600971072695,15,74,MALE
Adelie,Dream,1.288159213642659,79.63217053691564,84,52,MALE
Chinstrap,Torgersen,11.043665225998911,0.6450259431536542,89,91,MALE
Gentoo,Torgersen,23.995779433496978,94.84965180581636,42,47,FEMALE
Chinstrap,Biscoe,88.44042549736997,76.63760609271043,82,68,.
Gentoo,Torgersen,87.48295306607001,11.79829552623759,86,10,.
Adelie,Torgersen,40.684418718779135,67.81603903333956,20,88,.
Gentoo,Torgersen,40.07620047589657,14.948116452139338,46,43,.
Gentoo,Biscoe,44.397319228357276,80.79195734539273,60,100,.
Chinstrap,Biscoe,3.7834029063630537,7.02342041410926,50,0,MALE
Chinstrap,Dream,86.53083566100437,19.29942346596495,66,53,FEMALE
Adelie,Torgersen,70.54176736646298,54.69525633430117,71,25,FEMALE
Gentoo,Dream,32.153726391287286,38.106035263692526,48,4,.
Adelie,Dream,2.404278007777483,35.5489734436766,18,6,FEMALE
Adelie,Dream,18.161534276655132,34.86839431544411,77,26,MALE
Adelie,Torgersen,32.2703088784171,7.108818684557927,65,5,MALE
Chinstrap,Torgersen,29.600087887350423,15.743110653269865,51,95,.
Adelie,Biscoe,88.6342800082111,40.26042711037767,96,48,FEMALE
Gentoo,Biscoe,79.50130497618827,49.646680197952534,67,52,.
Adelie,Dream,19.287115049311222,3.762732217782927,100,42,MALE
Chinstrap,Dream,90.53562421036553,88.32624719493646,48,58,MALE
